,ExtractMethod,InlineMethod,MoveMethod,RenameMethod
3849,1,0,0,0
639,0,0,0,1
3709,1,0,0,0
1218,1,0,0,0
1158,1,0,0,0
1415,1,0,0,0
3618,0,1,0,0
1527,0,0,0,1
3900,1,0,0,0
1300,1,0,0,0
3828,0,0,0,1
2848,1,0,0,0
1603,0,0,0,1
160,0,0,1,0
1704,0,0,0,1
956,0,0,0,1
3234,0,0,0,1
2869,1,0,0,0
3888,0,0,1,0
877,1,0,0,0
1919,1,0,0,0
2961,1,0,0,0
1884,1,0,0,0
2200,1,0,0,0
98,0,1,0,0
3777,1,0,0,0
2557,1,0,0,0
3183,1,0,0,0
3298,1,0,0,0
253,1,0,0,0
103,1,0,0,0
1445,1,0,0,0
1443,1,0,0,0
1648,1,0,0,0
586,1,0,0,0
627,0,0,0,1
1696,1,0,0,0
3191,1,0,0,0
2101,1,0,0,0
2199,1,0,0,0
403,1,0,0,0
1154,1,0,0,0
2255,0,0,0,1
2863,0,0,0,1
1682,1,0,0,0
3170,0,0,0,1
3749,0,0,0,1
2056,0,0,0,1
3062,1,0,0,0
3799,1,0,0,0
3108,0,0,0,1
452,0,0,0,1
2301,0,0,0,1
1327,1,0,0,0
2944,1,0,0,0
2049,0,0,0,1
880,1,0,0,0
3643,1,0,0,0
3894,0,0,0,1
623,0,0,0,1
2393,0,1,0,0
3698,1,0,0,0
1787,0,0,0,1
262,1,0,0,0
1634,1,0,0,0
3369,0,0,1,0
1438,1,0,0,0
2198,1,0,0,0
1969,1,0,0,0
2520,0,0,0,1
1802,0,0,0,1
640,0,0,0,1
3990,1,0,0,0
2385,0,0,0,1
2598,1,0,0,0
3781,0,0,0,1
1959,0,0,0,1
2976,1,0,0,0
488,1,0,0,0
1843,0,0,1,0
1734,0,0,0,1
2911,0,0,0,1
3219,1,0,0,0
146,0,0,0,1
1534,0,0,0,1
1986,0,0,1,0
1369,1,0,0,0
2450,0,0,0,1
3920,1,0,0,0
3002,1,0,0,0
2811,1,0,0,0
659,1,0,0,0
1794,1,0,0,0
3420,1,0,0,0
2511,0,0,0,1
3397,0,1,0,0
186,0,0,1,0
1147,1,0,0,0
3272,1,0,0,0
608,1,0,0,0
2191,1,0,0,0
2799,0,0,0,1
3582,1,0,0,0
1930,1,0,0,0
3029,1,0,0,0
197,0,0,0,1
3681,1,0,0,0
2931,0,1,0,0
2327,0,0,0,1
293,1,0,0,0
766,0,0,0,1
400,1,0,0,0
122,0,0,0,1
3255,0,0,1,0
202,0,0,0,1
3510,0,1,0,0
835,0,0,0,1
2294,1,0,0,0
1439,1,0,0,0
1733,1,0,0,0
1695,0,0,1,0
3907,1,0,0,0
1707,1,0,0,0
3886,1,0,0,0
1153,0,0,1,0
1661,1,0,0,0
3474,0,0,1,0
2432,1,0,0,0
3758,0,0,0,1
1759,0,0,0,1
854,1,0,0,0
1589,0,0,0,1
2267,0,0,1,0
641,0,1,0,0
1,1,0,0,0
2160,0,0,0,1
698,0,0,1,0
3921,1,0,0,0
2999,1,0,0,0
3696,1,0,0,0
1636,0,0,0,1
3184,1,0,0,0
3458,1,0,0,0
3457,1,0,0,0
3581,0,0,0,1
1291,0,0,0,1
3813,1,0,0,0
2489,0,1,0,0
1520,1,0,0,0
1853,1,0,0,0
1136,1,0,0,0
3304,1,0,0,0
3870,1,0,0,0
1631,1,0,0,0
3743,1,0,0,0
3445,1,0,0,0
1998,1,0,0,0
663,1,0,0,0
683,0,0,0,1
1257,0,0,0,1
3774,1,0,0,0
3748,0,0,1,0
317,1,0,0,0
648,1,0,0,0
1434,1,0,0,0
1479,1,0,0,0
709,1,0,0,0
3430,1,0,0,0
1282,1,0,0,0
1768,1,0,0,0
972,1,0,0,0
2675,1,0,0,0
2680,0,0,1,0
1306,1,0,0,0
1400,1,0,0,0
1408,1,0,0,0
3296,1,0,0,0
2237,1,0,0,0
3302,0,1,0,0
1496,1,0,0,0
3419,0,0,0,1
2038,1,0,0,0
1529,1,0,0,0
1663,1,0,0,0
1354,1,0,0,0
3903,0,0,0,1
3931,1,0,0,0
3627,1,0,0,0
1643,1,0,0,0
1051,1,0,0,0
795,0,0,0,1
2693,1,0,0,0
3060,1,0,0,0
1597,1,0,0,0
2604,0,0,0,1
2729,0,0,0,1
2625,1,0,0,0
1819,0,0,0,1
3157,1,0,0,0
3314,1,0,0,0
1722,1,0,0,0
1183,0,0,0,1
2572,1,0,0,0
1059,0,0,0,1
540,1,0,0,0
3242,0,0,0,1
1678,1,0,0,0
2796,0,0,0,1
3858,1,0,0,0
3478,1,0,0,0
2532,1,0,0,0
1757,1,0,0,0
1923,0,1,0,0
95,1,0,0,0
1020,1,0,0,0
563,0,0,1,0
3312,0,1,0,0
2790,0,0,0,1
863,0,0,0,1
3646,1,0,0,0
3762,0,0,1,0
1484,0,0,0,1
2939,1,0,0,0
3625,1,0,0,0
1881,1,0,0,0
1038,0,0,0,1
206,1,0,0,0
392,1,0,0,0
2842,1,0,0,0
870,1,0,0,0
397,1,0,0,0
2814,1,0,0,0
3847,1,0,0,0
3289,0,0,0,1
1028,0,1,0,0
2690,1,0,0,0
1485,1,0,0,0
2660,1,0,0,0
3810,1,0,0,0
960,1,0,0,0
1570,1,0,0,0
2773,1,0,0,0
1895,1,0,0,0
2731,1,0,0,0
2146,0,0,0,1
804,1,0,0,0
1751,0,0,0,1
3645,1,0,0,0
2454,1,0,0,0
502,1,0,0,0
3119,0,0,0,1
3104,1,0,0,0
2977,1,0,0,0
779,0,0,0,1
1863,1,0,0,0
200,0,0,0,1
2182,1,0,0,0
3099,1,0,0,0
2088,1,0,0,0
3065,0,0,0,1
2278,1,0,0,0
3561,0,0,1,0
1796,1,0,0,0
378,1,0,0,0
2336,0,0,0,1
418,1,0,0,0
1698,0,0,0,1
391,1,0,0,0
2640,1,0,0,0
1522,1,0,0,0
1162,1,0,0,0
3134,1,0,0,0
1495,1,0,0,0
2695,0,0,0,1
2027,0,0,0,1
1152,1,0,0,0
1367,0,0,0,1
2568,0,0,0,1
64,0,0,0,1
2062,1,0,0,0
1180,1,0,0,0
3112,0,0,0,1
492,0,0,0,1
379,1,0,0,0
2235,1,0,0,0
763,0,0,0,1
2264,0,1,0,0
791,0,0,0,1
1076,0,0,0,1
878,1,0,0,0
337,0,0,0,1
3820,0,0,0,1
2767,1,0,0,0
3796,1,0,0,0
2343,1,0,0,0
3773,0,0,0,1
1016,1,0,0,0
1275,0,0,1,0
3798,1,0,0,0
3533,1,0,0,0
455,0,0,0,1
3342,0,1,0,0
815,1,0,0,0
2317,0,0,0,1
995,0,0,0,1
1981,1,0,0,0
201,0,0,0,1
161,0,0,0,1
1579,1,0,0,0
2777,0,0,0,1
2449,0,0,0,1
702,0,0,0,1
1500,1,0,0,0
3893,0,0,0,1
3843,1,0,0,0
1129,0,0,0,1
2613,0,1,0,0
3461,0,0,0,1
1021,0,0,0,1
3073,1,0,0,0
3459,1,0,0,0
1585,0,0,0,1
1955,0,0,0,1
3152,0,0,0,1
2253,0,0,0,1
34,1,0,0,0
775,1,0,0,0
2556,0,0,0,1
3499,1,0,0,0
1478,1,0,0,0
3003,0,0,0,1
1390,1,0,0,0
2139,0,0,0,1
1363,1,0,0,0
2945,1,0,0,0
2612,0,0,0,1
3417,0,0,1,0
2824,1,0,0,0
2041,0,0,1,0
241,1,0,0,0
2061,1,0,0,0
2363,0,0,1,0
600,1,0,0,0
2435,1,0,0,0
1297,1,0,0,0
2214,1,0,0,0
2888,1,0,0,0
2068,1,0,0,0
646,0,0,0,1
3890,1,0,0,0
3556,1,0,0,0
3202,0,0,0,1
1528,1,0,0,0
2879,1,0,0,0
1267,1,0,0,0
3638,1,0,0,0
1899,1,0,0,0
562,1,0,0,0
3958,0,0,1,0
2734,1,0,0,0
3005,1,0,0,0
189,0,0,0,1
1806,1,0,0,0
975,1,0,0,0
2747,0,0,1,0
3547,1,0,0,0
2047,1,0,0,0
3753,1,0,0,0
2558,0,0,0,1
1082,1,0,0,0
474,0,0,0,1
3632,1,0,0,0
2904,1,0,0,0
747,0,0,0,1
2300,0,0,1,0
21,1,0,0,0
3385,1,0,0,0
459,1,0,0,0
1184,0,0,0,1
2324,1,0,0,0
955,1,0,0,0
1215,0,0,0,1
2433,1,0,0,0
2853,1,0,0,0
3485,1,0,0,0
1515,1,0,0,0
2391,1,0,0,0
769,0,0,0,1
3380,1,0,0,0
1685,1,0,0,0
130,1,0,0,0
3735,0,0,0,1
2919,1,0,0,0
3171,0,0,0,1
3444,1,0,0,0
2135,1,0,0,0
1482,0,0,0,1
330,0,0,0,1
1238,1,0,0,0
466,0,1,0,0
2169,0,1,0,0
1638,0,1,0,0
3092,0,1,0,0
3772,0,0,0,1
1095,0,0,0,1
1130,0,0,0,1
1294,1,0,0,0
860,1,0,0,0
3507,1,0,0,0
3174,0,0,1,0
