Class,Text,ID
Extract Method,Allow blackbird to be disabled in production mode blackbird's use of F2 to show the console is interfering with our application which uses F-keys as hotkeys to access various parts of the application.It should be possible to either completely disable blackbird in production mode (avoiding unnecessary .css and .js downloads) or at least disable the console hotkey.,3142
Extract Method,"Add annotation @Contribute to allow service contributor methods to be arbitrary named Tapestry used to require this naming convention for configuring services:public static Foo buildFoo(...) {...}public static void contrubuteFoo(...) {...}Then it allowed the first convention to be simplified as:public static Foo build(...) {...}It would be nice for the ""contribute..."" methods to allow also simpler naming and use the type of the ""configuration"" parameter to determine the configured service which will also have the same type of parameter.For example:in Tapestry 5.0.5 TapestryModule.java:public ServletApplicationInitializer build(... List<ServletApplicationInitializerFilter> configuration ... )in my AppModule.java Tapestry 5.0.5 requires this naming:public void contributeServletApplicationInitializer(OrderedConfiguration<ServletApplicationInitializerFilter> configuration)Perhaps it could be simplified as:public void contribute(OrderedConfiguration<ServletApplicationInitializerFilter> configuration)If it will not be simplified it would be nice to make the documentation about Tapestry IoC Configurations more clear thatthe naming of the contribute methods is important not the type of configuration parameter.",3143
Rename Method,"JavaScript libraries should be automatically packed/minimalized Tapestry should catch downloads of JavaScript libraries and should ""pack"" the JavaScript ... remove comments and unecessary whitespace. I believe Dojo has a library to do this it may even shorten variable names (!).A smart implementation of this would manage to cache the compressed JS and notice when the uncompressed version changed.",3144
Rename Method,"It is too much work to hide all T5 pages inside a virtual folder for use in mixed-implementation deployments In a mixed-implementation deployment (mixing Tapestry 5 with Tapestry 4 or some other framework) it would be nice if the T5 apps could be ""hidden"" in a virtual /t5 folder.This is doable but awkward and ugly today.Ideally this would be a matter of changing the web.xml mapping to:<url-filter>/t5/*</url-filter>and making some form of configuration change i.e.configuration.add(ConfigurationConstants.TAPESTRY_APP_FOLDER ""t5"");This would affect link generation prefixing urls with ""t5/"" (including the virtual /assets folder which would be /t5/assets). Since the /t5 portion is part of the URL mapping it would not be part of the request pathInfo so existing dispatch code would not need to change. Of course Websphere has some bugs in this area that might cause some grief.",3145
Extract Method,"The Form event ""validateForm"" is awkwardly named and should be replaced with the simpler name ""validate"" You end up with methods like onValidateFormFromLogin() which is just asking for trouble.onFormValidateFromLogin() is a bit better.Obviously we keep the old name as well ... have to fire two events at the validate form stage.What would be a better name? Something that doesn't have ""form"" is it; perhaps ""finalValidation"" or just ""validate"". I remember this was a problem with calling it ""validate"" before because this conflicted with the validate event form form control element components ... but is that really a problem?",3146
Extract Method,Provide ApplicationStatePersistenceStrategy for Hibernate entities Persisting a hibernate entity in HttpSession is not good idea because the entity becomes detached from the Hibernate session.It would be nice to have a ApplicationStatePersistenceStrategy which stores only the primary key of the entity into the session.This strategy should make use of the class PersistedEntity like EntityPersistentFieldStrategy does.,3147
Extract Method,Change proxy generation to use volatile fields rather than synchronized blocks As currently coded the service proxies used for Tapestry services use a synchronized block to a) check to see if the Registry has shut down and b) obtain (if needed) the realized service implementation (wrapped by interceptors etc.).It seems that with some juggling these could largely be replaced with AtomicBoolean and AtomicReferences.,3148
Extract Method,Move away from Javassist A long-term multi-release strategy to replace ClassFactory/ClassGen and ClassTransformation methods with equivalents that are not tied to Javassist.Over a couple of releases the methods could be introduced (still implemented on top of Javassist) and the Javassist-centric methods deprecated then eventually disabled (NotImplementedException) or even removed.Rationale: Javassist is unprofessionally and fitfully maintained; many users have problems under Java6 due to Javassist.,3149
Extract Method,"Context assets should be versioned and provided with a far future expires header just like classpath assets This is as-per YSlow recommendations assets in the context (i.e. the context: asset prefix) should be treated like classpath: assets; the URL sent to the browser should reflect a version number (defined by the application) and the files should be given a far future expiration date.So the URL might be ""/app-assets/1.2.3/images/logo.gif"" for a file referenced as ""context:images/logo.gif"". The application would define the version number. It would be the developer's responsibility to advance the version number whenever the context files change (i.e. on each new deployment of the application).",3174
Extract Method,"Optimize page construction for repeated construction of the same page Construction of pages is probably the largest expense for any request as it involves considerable work to identify what components to instantiate what bindings to create and what template tokens to be converted into what ComponentPageElements.It should be possible to devise a ""page template"" that is a list of commands for constructing a page. The current PageLoaderProcessor would generate that list of commands. Creating a page instance would be a matter of executing the commands. This would decrease the amount of time needed to generate the 2nd (and later) instances of a page and would increase the likelyhood that common page elements for literal text could be re-used across page instances.Making page instance creation less expensive would allow Tapestry to more aggressively cull unused page instances (i.e. shorten the active window) while not sacrificing the ability to handle a request surge.",3175
Extract Method,Add @Optional annotation to mark contribution methods that can be ignored if the indicated service does not exist Currently the registry wil not start if a module makes contributions to a service which does not exist (e.g. because the module with the service is not loaded). This makes problems with applications that allow installations with a subset of all modules started. A module should be able to contribute to an extension point only if it is available. In case the service does not exist the contribution should be ignored.,3176
Extract Method,ObjectLocator.autobuild would be more useful with an override that allowed a message about the object to be described The message would be used with an OperatonTracker.,3177
Extract Method,FormFragment component should include a parameter to control whether non-visible content is included in the form submission The current behavior (that non-visible content does not submit with the form) is correct for most but not all applications. It would be nice if this was selectable more readily ... a new parameter on FormFragment that allows the remove-if-not-visible logic to be disabled in particular cases.,3178
Extract Method,The TypeCoercer should be able to coerce String to Enum types even without a specific contribution In the current implementation to allow coersion form string literal to Enum we need to add contribution to the TypeCoercer. This is working. But this coersion can be performed by default using just Enum.valueOf (Class String) so there are not required to register new coersion for every used enum type. In this case whe are lost the case insensibility of enum coersions but if this is meaningfull for everyone we can still use contributed coersions and if no one is found fallback do the default. Enum.valueOf,3179
Rename Method,Reorganize ComponentClassTransformWorkers to start moving away from Javassist Begin moving code into forms that can be implemented without Javassist by creating new methods on ClassTransformation.,3180
Extract Method,"Allow absolute filename with FileResourceLoader There is no way of providing an absolute path (e.g. c:\temp\wibble.tmp) to the FileResourceLoader because it always attempts to use the 2-argument File constructor (even if the path component is empty).The following fix resolves this problem:In FileResourceLoader.findTemplate replace:File file = new File( path template );withFile file = null;if("""".equals(path))file = new File( template );elsefile = new File ( path template );Note this does not introduce any security risks as the FileResourceLoader must be configured to search the empty ("""") path.",3181
Extract Method,ResourceFactory not extensible The class org.apache.velocity.runtime.resource.ResourceFactory providesno mechanism for allowing sub-classes of Template or ContentResourcesto be returned.Since ResourceManagerImpl makes a call to ResourceFactory.getResource()the only way to override the behavior is to subclass ResourceManagerImpland cut-paste-then-modify the code for loadResource().At the very least moving the ResourceFactory.getResource() call intoa separate protected method in ResourceManagerImpl would greatly simplifysub-classing Templates and/or ContentResources.,3182
Extract Method,can't load macros in file loaded with #parse I think this is a big bug. I've used velocity in my projects erveything is okbut this. i want to know it's this problem will be resolved in next version? ifit's not i have to abandon velocity.the bug is :from doc:This is important to remember if you try to #parse() a template containinginline #macro() directives. Because the #parse() happens at runtime and theparser decides if a VM-looking element in the template is a VM at parsetime#parse()-ing a set of VM declarations won't work as expected. To get aroundthis simply use the velocimacro.library facility to have Velocity load yourVMs at startup.,3183
Extract Method,"Improved Syntax for Maps and Collections I would like to see some syntatic sugar for Maps and Collections and perhaps other Objects too. (I have read that there will be a syntax for map literals in 1.5 that's a first step.)I want to have something like in groovy: http://groovy.codehaus.org/CollectionsScroll down to ""Slicing with the subscript operator"".PS: Please do never implement this terrible confusing groovy map bean syntax where ""map.foo"" ist equivalent to ""map.get(""foo"")"".",3184
Extract Method,Improve Resource existence detection Depending on the ResourceLoader used testing the existence of a resource is somewhat expensive as the resource has to be opened to test for its existence.I'm proposing the following changes:1.Add a new method to org.apache.velocity.runtime.resource.loader.ResourceLoader:public boolean resourceExists(String source) {InputStream is = null;try {is = resourceLoader.getResourceStream(resourceName);if (is != null) {return true;}} catch (ResourceNotFoundException e) {} finally {if (is != null) {try {is.close();} catch (Exception e) {}}}return false;}This method keeps compatibility with all current ResourceLoaders and can be overriden by subclasses.2. org.apache.velocity.runtime.resource.ResourceManagerImplModify the String getLoaderNameForResource(String resourceName) method to usethe new ResourceLoader.resourceExists(String) method.,3186
Rename Method,Velocity 1.4 does not support Iterable collections. In the new for loop in Java 5 e.g.for(Object obj: iterable)the collection iterated only needs to be of type IterableHowever In Velocity a foreach loop must be either a Collection or a Map but cannot be just an Iterable.Suggestion support Iterable containers.,3187
Rename Method,"add documentation to explain precedence for resolving property The Velocity user guide is not clear about the precedence for resolving the property of a variable. As in the UberspectImpl.java code the precedence to resolve a property should be something like in this order:getbar()getBar()get(""bar"")isBar()This information will be very useful to the user. I suggest that this is added to the user guide under the ""Properties"" section.",3188
Extract Method,Some user feedback / wishes from the O'Reilly blog Look into the wishlist at http://www.oreillynet.com/onjava/blog/2007/03/velocity_15.html,3189
Extract Method,Add ablity to add directives programatically Some directives may have complex initialization and setup requirements. So much so that it's simpler to configure them in the calling code and not thru some reflection mechanism. The attached patch adds methods to support this.,3190
Extract Method,Display consistent file and line number format for errors. The provided patch changes the display of file errors so that it is of one consistent format. The format implemented is the following:$filename[line $lnum column $cnum]If the filename is not available then filename is substituted with <unknown file>A consistent format help tools to detect and process file references in velocity logs and exceptions.,3191
Extract Method,Fix correct template name reporting enhance error logging information Fix template name reporting for #include and #parse if an exception occurs. Error reporting in Velocity tends to use context.getTemplateName() which is intended for scoping information and does not always provide the template name containing the node or directive that generates an error. This adds a templateName field to the Directive object and assigns it on creation if a template name is available.Also added template and location info when logging errors thrown from #parse. This compliments the pseudo-stack trace that is already logged to error for macros. So now a complete trace is logged to error of the macro and template layers with template name and location. Yea!,3192
Rename Method,"Parsing errors on content inside #literal() #end block I have some velocity templates that include quit some javascript. Inside the javascript a javascrip template engine is used which also uses ${varname}Escaping each occurance would make the code rather unreable so to prevent velocity from parsing the javascript code I put a #literal() around it.However velocity still PARSES the contents of this block which of course results in parsing exceptions.My feeling with ""literal"" is that it is completely UNINTERPRETED content?This SHOULD work:#literal()var myId = 'someID';$('#test).append($.template('<div id=""${myId}""></div>').apply({myId: myId}));#end",3193
Extract Method,Blockmacro support (allows any AST as macro body argument) Inspired by VELOCITY-583 (BlockMacro support) I implemented the same functionality in a slightly different way.The new syntax is:#@yourMacroName($arg1 $arg2) any valid velocity AST here #endso basically the syntax is exactly the same as for normal macros except you put that @ prefix to the macro name. That tells Velocity that there's a macro AST body that should be passed to the actual macro.And in the macro you can refer to the passed body 0-N times. Like:#macro(yourMacroName $foo $bar)$bodyContent#end,3194
Rename Method,Minor performance tweaks based on Findbugs findings Mainly change two inner classes to static inner classes and a few other slight modifications. See the patch.,3195
Inline Method,Macro pass by value option Add a configuration property which would change macro parameter passing from pass by name to pass by value. I think in many instances this option will provide behavior that is more intuitive to the user. There are two important exceptions to this references created by #define and references created by BlockMacro's $bodyContent. This allows the user to still specify pass by name semantics when desired for example:#define($x) #if($foo)$foo.bar#{else}-None-#end #end#go($x)In the above example '#if($foo)$foo.bar#{else}-None-#end' will be passed by name. In all other cases pass by value rules apply for example:#go($foo.bar [1 2 3] #if($bar)Yes#{else}No#end)In the above example all parameters will be evaluated to a value first then passed to #go. This has potential performance improvements also.,3196
Rename Method,! preceding a reference in strict mode ignores a null exception Change strict mode (runtime.references.strict = true) behavior such that when Velocity attempts to render a reference that evaluates to null then throw an exception. If the reference is preceded by '$!' as in $!foo then simply render nothing and ignore the null value as it does for non strict mode.,3197
Rename Method,"Add macro default parameters Add the ability to specify default parameters to macros for example:#macro(foo $x $y=""legit"")$x$y#endcalling this with #foo(2) would give:2legitAny number of default parameters can be specified but no non-default parameters can not follow default parameters. Assignment of calling values begins from left to right and all left over default arguments are assigned their default values.",3198
Extract Method,"VTL Simplicity - ""Control"" objects In the discussion for VELOCITY-680 Claude suggested the addition of what i'm calling ""control"" objects as a solution. These would have the same name as the block directive or macro to which they belong. At a minimum these would provide get(key) set(key value) and stop() methods to control the reference scoping and execution of the block to which they belong. Directives could extend the basic control object to provide additional functions such as index() and hasNext() for #foreach. Here's some examples:#foreach( $user in $users )$user#if( $foreach.hasNext ) #end#if( $foreach.count > 10 ) $foreach.stop() #end#end#macro( foo $bar )blah blah #if( $bar == 'bar' ) $foo.stop() #end#set( $foo.woogie = 'woogie' )$foo.woogie#end#foreach( $item in $list )#set( $outer = $foreach )#foreach( $attr in $item.attributes )#if ( $attr == $null ) $outer.stop()#end#end#end------foo.vm---------blah blah $template.stop() blah------------------------#define( $foo )blah blah $define.stop() blah#endThis could allow us to greatly simplify all sorts of things. We could remove the #break #stop and #return directives. We would no longer need to have ""local"" contexts for foreach loops or macros; instead users could set and get local variables directly in the provided namespace. All else would be global. This may even cut down our internal code complexity a fair bit. It'll certainly obviate the need for several configuration properties and internal contexts. Everything becomes much more explicit obvious and robust. I also don't think it looks ugly. :)We would of course have to make sure that the StopExceptions thrown by stop() aren't wrapped into MethodInvocationExceptions. We'd have to make the directives clean up their control when done rendering and if they're nested in a directive of the same type then they should save and restore the reference to the parent control. We'd also have to figure out a good default name to give the control objects for the top-level control object and whether it would be different than the name of the control object used during a #parse call. $template? $parse? $velocity? If we wanted to use $template--which i think works well for both top-level and #parse--then we'd probably have to make it configurable since that's likely to conflict. And if we make that configurable i suppose we may as well make it configurable for the others too.I'm struggling to think of any real downside to this. Most of the replaced features (implicit macro localscope #stop #break $velocityHasNext) are either not default behavior or are new features. I'd wager that most people would only have to change $velocityCount to $foreach.count. Even that's no big deal since this would be for a major version change.  The worst i can think of is the fact that for a couple of these controls it would mean a few more keystrokes. Considering all the gains in extensibility explicitness and simplification (for us and users) i think it's worth a few keystrokes.What do you guys think?",3200
Rename Method,"Implement default values in formal references We should take profit of the formal reference syntax to implement default values: {{  ${foo|""bar""}}} It could even be repeated or nested... {{  ${foo|$bar|""baz""}}} {{  ${foo|${bar|""baz}}}}  ",3206
Rename Method,Remove download-hadoop profile requirement and cache downloads 0,3207
Rename Method,Normalize the user:group mapping for end to end tests 0,3208
Extract Method,Setup automated patch testing 0,3209
Inline Method,Fix Sentry Precommit tests 0,3210
Extract Method,Generate audit trail for Sentry DBStore service actions The Sentry DB store should generate audit logs for authorization metadata change requests.,3212
Extract Method,Add Sentry service APIs to query roles and privileges 0,3213
Inline Method,Add schematool for creating Sentry store schema from the SQL scripts We need a tool similar to Hive schemaTool for creating the Sentry store schema.,3214
Extract Method,Create tool to dump and load of entire Sentry service We are storing entire content of the Sentry service in a database. It would be useful to have a sentry tool that would be able to dump entire content in sentry specific format (that will be independent on the used database backend) and it's counterpart that would be able to read this format and load the data into another instance of the Sentry Service.Such tool can be very helpful for:* Backups* Migration from one backend store to another* Debugging content of the underlying database,3216
Extract Method,Do the user: group lookup in the Sentry db policy server 0,3219
Extract Method,SHOW GRANT ROLE xxx ON [SERVER DATABASE TABLE URI] xxx Handling the filtering of privileges based on DB objects at Service level will also reduce the amount of privilege data transferred on the wire,3220
Extract Method,Support SHOW CURRENT ROLES 0,3222
Extract Method,Create a diagnostics tool for configuration validation Create a tool for offline troubleshooting -Validate the configurationList permissions for a given userOffline query validation,3224
Extract Method,Support auth admin delegation via SQL construct 'with grant option' Currently the authorization admins are created statically by setting a config property. Sentry should support admin delegation via 'with grant option' statement.,3225
Rename Method,"Add more granular privileges to the DBModel Specifically it would be good to split ""All"" privilege into ""Create"" ""Drop"" and ""Alter""",3226
Extract Method,Support Sentry service API to retrieve applicable privileges for a given authorizable object The current implementation of list_sentry_privileges_for_provider is specifically to facilitate Sentry auth engine. It's not intended to be a general purpose metadata query.We should add a new API that returns the list of privileges (TSentryPrivilege) for the give authorizable object and all it's applicable privileges.,3227
Extract Method,"Enable sentry end to end tests to run on a real cluster Adding a DFS implementation ClusterDFS which along with UnmanagedHiveServer can be used to run tests on real secure cluster. - Adding a maven profile which sets the required classpath and runs only the tests which are supported to run on real secure cluster with an UnmanagedHiveServer.-- Tests which will be run with ""cluster-haoop"" profile:--- TestCrossDbOps--- TestEndToEnd--- TestMetadataObjectRetrieval--- TestMetadataPermissions--- TestMovingToProduction--- TestPerDatabasePolicyFile--- TestPrivilegeAtTransform--- TestPrivilegesAtDatabaseScope--- TestPrivilegesAtTableScope--- TestSandboxOps--- TestExportImportPrivileges--- TestUriPermissions--- TestRuntimeMetadataRetrieval-- Tests which will not be run:--- TestUserManagement (had non static user:group mapping)--- TestServerConfiguration (uses a managed hive server)--- TestSentryOnFailureHookLoading (uses a managed hive server)--- TestPrivilegesAtFunctionScope (has not been added as it results in a failure due to SENTRY-23)--- TestPerDBConfiguration (has not been added as it uses a special java property)Running the tests:Prerequisites:- Need to setup a secure cluster with sentry enabled- Need to have the static user:group mapping setup- Need to set HIVE_CONF_DIR and HADOOP_CONF_DIRmvn clean package -Pcluster-hadoop -Dsentry.e2etest.policyOwnerKeytab=</path/to/keytab> -Dsentry.e2etest.policyOwnerPrincipal=<principal> -Dhive.server2.thrift.bind.host=<hs2Host> -Dhive.server2.authentication.kerberos.principal=<hivePrincipal>",3228
Extract Method,Synchronization of HDFS permissions with Sentry permissions An HDFS file or directory that is associated with an Authorizable Object managed by Sentry (Such as a HiveMetaStore table partition a Solr/Search collection/document or an HBase Table etc.) should have the permissions that reflect those that were granted/revoked via Sentry. This logic should be enforced by a Sentry Authorization Plugin which would be an implementation of the HDFS AuthorizationProvider as described in [HDFS-6826|https://issues.apache.org/jira/browse/HDFS-6826]This is an umbrella JIRA,3229
Extract Method,"Ban additional configs in getConfigVal() Comments from [~bcwalrus] in email:{quote}Looking at SentryPolicyStoreProcessor.java the forbidden configs are hardcoded in that check.* You want to also forbid `sentry.store.jdbc.password' as well.* It'll get unwieldy as people add new sensitive configs. But I don't have any good idea to keep this up-to-date.* Does this call require admin privilege? Why would normal users need to know the server config?{quote}my reply{quote}Looking at SentryPolicyStoreProcessor.java the forbidden configs are hardcoded in that check.* You want to also forbid `sentry.store.jdbc.password' as well.Good point - it might just be easier to forbid "".*\.jdbc\..*"" entirely - I can't see how a client would want/need that. Also should forbid "".*password.*"" just to be sure. * It'll get unwieldy as people add new sensitive configs. But I don't have any good idea to keep this up-to-date.A config option? :-) But that itself would have to be kept up to date. * Does this call require admin privilege? Why would normal users need to know the server config?The use case for this is that impala would like to be able to cache certain config items like admin.group. It's an internal call for clients. Since the client is trusted (the other calls simply pass the name of the requester) the lack of a requesting user isn't a big deal.{quote}This issue is to additionally ban "".jdbc."" and ""password"".",3230
Extract Method,"Improve grant role to groups Now if we execute ""grant role role1 to group group1 group group2 group group3"" we will execute 3 thrift call. Currently we have thrift API to support grant/revoke one role to/from a set of groups so we can improve the client call.",3231
Rename Method,Implement grant user to role Currently sentry only support grant group to role there should be a reasonable feature to grant user to role for Hive the following command should be supported in sentry:GRANT role_name TO USER user,3232
Extract Method,Add column-level privileges for Hive/Impala Currently the finest grain of privilege is at the table/view level. This leads to the unwieldy scenario where a different view has to be created for each combination of columns that need to be restricted. With column level privileges this would not be required.In the policy file column privileges might potentially look like:server=server1->db=default->table=employees->column=salary->action=select,3233
Rename Method,Sentry client should support cache based kerberos ticket for secure zookeeper connection The Sentry service client create a Jaas context for keytab based login for connecting to secure zookeeper. It should also support ticket cache based login for clients that don't have keytab or not performing keytab based login.,3234
Inline Method,"Apply PMD plugin to Sentry source As discussed on the mailing list this item is to apply the PMD (Project Mess Detector) plugin to the project. The patch is quite large although the changes are almost all trivial. I will post it on the review board as well to seek some clarification on a few points.PMD is run by default. You can use the ""-Pnochecks"" profile to avoid running it if you want.",3235
Extract Method,"Import Transform option using supertype instead of a specific type Users can provide a tranforms option while import to replace @cl1 in hive_table to @cl2 using the following JSON.{code}{""options"": {""transforms"": ""{ \""hive_table\"": { \""qualifiedName\"": [ \""replace:@cl1:@cl2\"" ] } }""}}{code}It would be easy to specify a super type like 'Asset' to transform all types in the export items which inherit from the super type to have ""@cl1"" replaced with ""@cl2"" like{code}{""options"": {""transforms"": ""{ \""Asset\"": { \""qualifiedName\"": [ \""replace:@cl1:@cl2\"" ] } }""}}{code}",3237
Extract Method,Data Migration: Moving Data from Earlier Versions of Atlas to Most Recent *Background* The most recent version of Atlas uses _JanusGraph_ as database. Earlier versions used to use _Titan v0.5.4_. The formats used for storing data have changed. The current version of Atlas also implement features within Atlas entities. This makes the storages structures differ. A data migration approach thus becomes necessary to address the format incompatibilities. *Approach* Earlier version of Atlas could use _Export_ process to extract data out of the _Titan_ database. This ZIP file would then be moved to a cluster with newer version of Atlas installed. An _Import_ process on the new cluster would update the new cluster with data migrated to the new format. It should be possible for _Data Migration_ to be initiated from Ambari so that it becomes part of the Ambari's upgrade process. It should also be possible to see the status of the migration as it progresses. During the process no hook messages should be processed or any notifications sent out.,3238
Extract Method,Lineage information to include relationship guid Currently Atlas only includes to and from guid for each lineage relation. This change adds relationship guid as well,3239
Extract Method,Atlas Glossary support 0,3240
Inline Method,Data Migration: Import: Add support for BigDecimal BigInteger Add ability to migration-import to import data containing _BigDecimal BigInteger_ data types.  ,3241
Extract Method,[Metrics] Process typenames in batch of 25 The Gremlin query compilation fails when the number of typenames in within clause of the following query exceed 255 {noformat} g.V().has('__typeName' within(...)).has('__state' 'ACTIVE').groupCount().by('__typeName').toList() {noformat} The updated implementation breaks down the calls in chunks of 25 (configurable) typeNames and executes multiple queries with smaller batches.,3242
Extract Method,Enhance GraphTransactionInterceptor to ignore inner commit/rollback Some transactions need to be committed in one single shot right now any layer that orchestrates the data persistence using different stores (e.g. AtlasEntityStore and AtlasRelationshipStore) will see two different commits. With introduction of relationships and Glossary it's become a necessity that the entity and relationships are persisted in one single transaction or else the object gets created partially and leads to an inconsistent state. This change restricts the commit/rollback from the outermost method invocation.,3243
Rename Method,Change primitive map type storage in vertex Currently primitive map type in atlas is stored in vertex as: * typeName.mapAttr         = [key1 key2 key3] * typeName.mapAttr.key1 = value1 * typeName.mapAttr.key2 = value2 * typeName.mapAttr.key3 = value3 Since JanusGraph supports Map datatype we can store map value within a single vertex property. Also we need to create edge label and property key for array and map primitive types.,3244
Extract Method,Enhance AtlasClient to use UGI's authentication method to initialize URL connection handler Currently the atlas client checks if kerberos authentication is enabled using a property - *atlas.authentication.method.kerberos=true* The client needs to be updated to inspect the UGI's authentication method (SIMPLE or KERBEROS) and initialize the right URL Connection Handler if the above property is not set.    ,3245
Extract Method,Atlas Cluster Entity Background   In cases where Atlas data is synchronized to other Atlas clusters it is necessary to store some information about the nature of operation.   REST APIs to access this entity should be available as these can be used to fetch data about the cluster entity.   Use cases: * Scenario: Data generated by Export operation on one cluster (say cl1) can be used to Import into another cluster (say cl2). This operation will result in data such at AtlasImportResult that can be used later for performing subsequent operations or for audits. The AtlasCluster entity will be a good home for this data. REST APIs on AtlasCluster can be used for retrieveing this data.   Approach guidance: * Create AtlasCluster entity. * Create ClusterService that will use the OGM framework within Atlas to aid with save and load operations,3246
Extract Method,Atlas Client Support for Export & Import APIs *Background*  Support for Export and Import APIs within _AtlasClient_ needs improvement. The methods available are not sufficient to carry out the said operation. *Guidance for Implementation* * The _AtlasClient_ should support _OCTET_STREAM_ media type. * Usage of _MultipartWriter_ needs improvement. This should be in line with recommended approach.  * _Integration Test_ that uses this API should be added.,3247
Extract Method,Export & Import Process: Add Support to Use Detailed Audits *Background* The implementation for ATLAS-2798 allowed for detailed audits to be captured. The implementation for ATLAS-2797 allowed for representation of Cluster entity. This Jira captures the integration of the 2 new entities within the Export and Import process. *Approach Guidance* * Additional attribute in _AtlasExportRequest_ and _AtlasImportRequest_ say _updateMetaInfo_ will indicate that audits need to be captured. * Within Export process the value of _updateMetaInfo_ will indicate the cluster for which the export operation was destined for.  * Within Import process the value of _updateMetaInfo_ will indicate the cluster from which the exported ZIP originated. * Searching on _AtlasCluster_ entity will indicate the operations performed on that cluster. Detailed logs can be searched using approach.  * Ideally web user interface should be updated to display audits in the properties view of an _AtlasCluster_.,3248
Extract Method,Slow UI load and REST improvement for entities with ownedRef The approach is to check if query param- {color:#212121}*minExtInfo*:{color}*true* and the entity has schemaOptions then the server will send the attributes accordingly in referredEntities.,3249
Rename Method,"Provide option whether to delete propagated classification on entity delete during add classification By default when an entity is deleted - its associated classifications which have been propagated to downstream entities will be retained. This JIRA provides a boolean option when adding a new classification to an entity - *""Remove Propagations on Entity Delete""* When this flag is set to : *TRUE* - Propagated classifications are removed during entity delete *FALSE* - Propagated classifications are retained during entity delete",3250
Extract Method,Import Process: New Transform Framework: AddClassification Action *Background* The new transformation framework introduced earlier does not have provision for applying the transform that adds classification to an entity. *Approach Guidance* * New condition that is entity-level. * New action that applies to entity. * Mechanism to detect and create new classification if necessary. * Apply the new action to entity that results in addition of new classification for that entity.,3251
Extract Method,Import Process: Handle Import of Empty Zip Elegantly *Background* Existing implementation of _ZipSource_ always assumes that the zip that is being passed has valid data. It starts serializing the data and that is where it encounters serialization error. This case can be handled in a more elegant way. *Approach Guidance* * In _ZipSource_ ctor detect case for empty file throw error message accordingly. * Handle the case where requested _ZipEntry_ is not found.,3252
Rename Method,"Decouple MiniAccumuloCluster from integration test base class (apologies if I already had a ticket for this somewhere I couldn't find it)Our integration tests are very nice and automated at the moment because we can use MiniAccumuloCluster to ""provision"" an Accumulo instance (or used a shared instance) and run a test against it. For the most part this works well and provides an accurate test harness.Thus to run integration tests you need a sufficiently beefy machine since the same host will be running all of Accumulo as well as performing any client work. When resources are available to use it would be nice to leverage them -- whether these are yarn mesos a vanila installation etc.In addition to the additional computational power from using extra hardware it also encourages us to use the public API as much as possible instead of relying on ""hidden"" impl methods in MiniAccumuloCluster.I propose making changes to the IT test base (AbstractMacIT SimpleMacIT ConfigurableMacIT) to add an extra step between them an test classes to allow ""injection"" of a more generic Accumulo ""cluster"" that is not associated with MAC.",3253
Rename Method,"More IT stabilizations Bunch of tests still have the timeout parameter on the Test annotation which makes the scaling factor useless. Also we can reuse the scaling factor when tests sit to wait for ""something"" to happen.",3255
Extract Method,Add ability to create a table with user specified initial properties This change would allow for table properties to be set before the default tablet is created. Instead of just adding a new create method a NewTableConfiguration class could be created and passed and the other create methods deprecated.,3256
Extract Method,"Configuration objects created with CredentialProvider load defaults unnecessarily Jstack'ed a tserver and caught it in the middle of doing a bunch of URLClassloader and Jar stuff when creating a Hadoop Configuration. Obviously this struck me as odd (given that I know those aren't ""fast"" methods).Looking at it some more when I created the Configuration objects I didn't pass in {{false}} so the defaults were getting loaded. Regardless of how expensive it actually is it's unnecessary.",3257
Extract Method,"Random port for ZK in MiniAccumulo might not be unique To start ZooKeeper in a way that won't interfere with other processes on the node we have to choose a ""random"" port on the node and then configure Accumulo with that port (as we don't have a means to get the random port that ZooKeeper itself would bind to).The problem is that there is a delay between our choosing of a random port and ZooKeeper binding to that port which introduces a race condition.",3258
